model,file index,audio file,precision,recall,f1_score,accuracy,specificity,fdr,miss_rate
Silero,14,281474977673370,0.8692098092643051,0.9937694704049844,0.9273255813953488,0.8729351969504447,0.33793103448275863,0.1307901907356948,0.006230529595015576
SpeechBrain,14,281474977673370,0.9561815336463224,0.9517133956386293,0.9539422326307572,0.9221635883905013,0.7586206896551724,0.04381846635367762,0.048286604361370715
Pyannote,15,281474977678109,0.3925438596491228,0.9521276595744681,0.5559006211180124,0.7504363001745201,0.7108559498956158,0.6074561403508771,0.047872340425531915
FunASR,15,281474977678109,0.8173913043478261,1.0,0.8995215311004785,0.8581081081081081,0.6111111111111112,0.1826086956521739,0.0
Silero,15,281474977678109,0.9038461538461539,1.0,0.9494949494949495,0.927536231884058,0.7727272727272727,0.09615384615384616,0.0
SpeechBrain,15,281474977678109,0.39166666666666666,1.0,0.562874251497006,0.7484926787252368,0.6998972250770812,0.6083333333333333,0.0
Pyannote,16,281474977680938,0.956268221574344,0.9791044776119403,0.967551622418879,0.9524838012958964,0.8828125,0.043731778425655975,0.020895522388059702
FunASR,16,281474977680938,0.7562076749435666,1.0,0.8611825192802056,0.8563829787234043,0.7410071942446043,0.24379232505643342,0.0
Silero,16,281474977680938,1.0,0.991044776119403,0.9955022488755623,0.9933035714285714,1.0,0.0,0.008955223880597015
SpeechBrain,16,281474977680938,1.0,0.9880597014925373,0.993993993993994,0.9910714285714286,1.0,0.0,0.011940298507462687
Pyannote,17,281474977682649,0.732739420935412,0.9189944134078212,0.815365551425031,0.8795472918350848,0.863481228668942,0.267260579064588,0.08100558659217877
FunASR,17,281474977682649,0.8325581395348837,1.0,0.9086294416243654,0.8688524590163934,0.6230366492146597,0.16744186046511628,0.0
Silero,17,281474977682649,1.0,0.9301675977653632,0.9638205499276411,0.9544626593806922,1.0,0.0,0.06983240223463687
SpeechBrain,17,281474977682649,0.8324742268041238,0.9022346368715084,0.8659517426273459,0.9673842139595564,0.9759970457902511,0.16752577319587628,0.09776536312849161
Pyannote,18,281474977748055,0.9493927125506073,0.9770833333333333,0.9630390143737166,0.9381443298969072,0.7549019607843137,0.05060728744939271,0.022916666666666665
FunASR,18,281474977748055,0.903954802259887,1.0,0.9495548961424333,0.9119170984455959,0.48484848484848486,0.096045197740113,0.0
Silero,18,281474977748055,1.0,0.90625,0.9508196721311475,0.9222797927461139,1.0,0.0,0.09375
SpeechBrain,18,281474977748055,1.0,0.8645833333333334,0.9273743016759777,0.8877374784110535,1.0,0.0,0.13541666666666666
Pyannote,19,281474977862560,0.8683729433272395,0.9937238493723849,0.926829268292683,0.9074074074074074,0.7831325301204819,0.1316270566727605,0.006276150627615063
FunASR,19,281474977862560,0.8430335097001763,1.0,0.9148325358851674,0.8805369127516779,0.6666666666666666,0.15696649029982362,0.0
Silero,19,281474977862560,1.0,0.9895397489539749,0.9947423764458465,0.9932249322493225,1.0,0.0,0.010460251046025104
SpeechBrain,19,281474977862560,1.0,0.9665271966527197,0.9829787234042553,0.978319783197832,1.0,0.0,0.03347280334728033
Pyannote,20,281474977903187,0.927536231884058,0.9770992366412213,0.9516728624535316,0.9084507042253521,0.09090909090909091,0.07246376811594203,0.022900763358778626
FunASR,20,281474977903187,0.8733333333333333,1.0,0.9323843416370107,0.8741721854304636,0.05,0.12666666666666668,0.0
Silero,20,281474977903187,1.0,0.9694656488549618,0.9844961240310077,0.9696969696969697,1.0,0.0,0.030534351145038167
SpeechBrain,20,281474977903187,1.0,0.9618320610687023,0.980544747081712,0.9621212121212122,1.0,0.0,0.03816793893129771
Pyannote,21,281474977944491,0.9973404255319149,0.9946949602122016,0.9960159362549801,0.992462311557789,0.9523809523809523,0.0026595744680851063,0.005305039787798408
FunASR,21,281474977944491,0.908433734939759,1.0,0.952020202020202,0.9086538461538461,0.02564102564102564,0.09156626506024096,0.0
Silero,21,281474977944491,0.9472361809045227,1.0,0.9729032258064516,0.9497607655502392,0.4878048780487805,0.052763819095477386,0.0
SpeechBrain,21,281474977944491,1.0,0.9920424403183024,0.996005326231691,0.9924433249370277,1.0,0.0,0.007957559681697613
Pyannote,22,281474978096178,1.0,0.9529411764705882,0.9759036144578314,0.9682539682539683,1.0,0.0,0.047058823529411764
FunASR,22,281474978096178,0.7870370370370371,1.0,0.8808290155440415,0.8321167883211679,0.5576923076923077,0.21296296296296297,0.0
Silero,22,281474978096178,0.9940828402366864,0.9882352941176471,0.9911504424778761,0.9881422924901185,0.9879518072289156,0.005917159763313609,0.011764705882352941
SpeechBrain,22,281474978096178,1.0,0.9705882352941176,0.9850746268656716,0.9801587301587301,1.0,0.0,0.029411764705882353
Pyannote,23,281474978100266,1.0,0.9767441860465116,0.9882352941176471,0.9816849816849816,1.0,0.0,0.023255813953488372
FunASR,23,281474978100266,0.9490022172949002,0.9953488372093023,0.9716231555051078,0.9542124542124543,0.8017241379310345,0.050997782705099776,0.004651162790697674
Silero,23,281474978100266,1.0,0.958139534883721,0.9786223277909739,0.967032967032967,1.0,0.0,0.04186046511627907
SpeechBrain,23,281474978100266,1.0,0.9395348837209302,0.9688249400479616,0.9523809523809523,1.0,0.0,0.06046511627906977
Pyannote,24,281474978104412,0.9567010309278351,0.943089430894309,0.9498464687819856,0.9237947122861586,0.8609271523178808,0.04329896907216495,0.056910569105691054
FunASR,24,281474978104412,0.8583916083916084,0.9979674796747967,0.9229323308270677,0.875,0.5060975609756098,0.14160839160839161,0.0020325203252032522
Silero,24,281474978104412,1.0,0.8922764227642277,0.9430719656283566,0.9160063391442155,1.0,0.0,0.10772357723577236
SpeechBrain,24,281474978104412,1.0,0.8272357723577236,0.9054505005561735,0.8652931854199684,1.0,0.0,0.17276422764227642
Pyannote,25,281474978119084,1.0,0.9728033472803347,0.9862142099681867,0.978405315614618,1.0,0.0,0.027196652719665274
FunASR,25,281474978119084,0.9053030303030303,1.0,0.9502982107355865,0.9203821656050956,0.6666666666666666,0.0946969696969697,0.0
Silero,25,281474978119084,1.0,0.9686192468619247,0.9840595111583422,0.9750830564784053,1.0,0.0,0.03138075313807531
SpeechBrain,25,281474978119084,1.0,0.9811715481171548,0.9904963041182682,0.9850498338870431,1.0,0.0,0.01882845188284519
Pyannote,26,281474978129899,0.4937062937062937,1.0,0.6610486891385767,0.4965229485396384,0.01092896174863388,0.5062937062937063,0.0
FunASR,26,281474978129899,0.45314505776636715,1.0,0.6236749116607774,0.4559386973180077,0.009302325581395349,0.5468549422336328,0.0
Silero,26,281474978129899,0.7272727272727273,0.9291784702549575,0.8159203980099502,0.7109375,0.22641509433962265,0.2727272727272727,0.0708215297450425
SpeechBrain,26,281474978129899,0.48848684210526316,0.8413597733711048,0.6181061394380853,0.4764621968616263,0.10632183908045977,0.5115131578947368,0.15864022662889518
Pyannote,27,281474978155591,0.8901734104046243,0.8766603415559773,0.8833652007648184,0.7993421052631579,0.2962962962962963,0.10982658959537572,0.12333965844402277
FunASR,27,281474978155591,0.8710743801652893,1.0,0.931095406360424,0.8712871287128713,0.012658227848101266,0.12892561983471074,0.0
Silero,27,281474978155591,1.0,0.7988614800759013,0.8881856540084389,0.8159722222222222,1.0,0.0,0.20113851992409867
SpeechBrain,27,281474978155591,0.937246963562753,0.8785578747628083,0.9069539666993144,0.8350694444444444,0.3673469387755102,0.06275303643724696,0.12144212523719165
Pyannote,28,281474978155592,0.8194444444444444,0.8753709198813057,0.8464849354375896,0.7427884615384616,0.17721518987341772,0.18055555555555555,0.12462908011869436
FunASR,28,281474978155592,0.878748370273794,1.0,0.9354614850798056,0.8883553421368547,0.41509433962264153,0.121251629726206,0.0
Silero,28,281474978155592,0.84375,0.9213649851632048,0.8808510638297873,0.7907845579078456,0.10852713178294573,0.15625,0.07863501483679525
SpeechBrain,28,281474978155592,0.8192090395480226,0.8605341246290801,0.8393632416787264,0.7235367372353674,0.007751937984496124,0.1807909604519774,0.1394658753709199
Pyannote,29,281474978155610,0.7522123893805309,0.7112970711297071,0.7311827956989247,0.6141975308641975,0.3411764705882353,0.24778761061946902,0.28870292887029286
FunASR,29,281474978155610,0.7216494845360825,0.8786610878661087,0.7924528301886793,0.6573208722741433,0.012195121951219513,0.27835051546391754,0.12133891213389121
Silero,29,281474978155610,0.7064220183486238,0.32217573221757323,0.4425287356321839,0.3511705685618729,0.4666666666666667,0.29357798165137616,0.6778242677824268
SpeechBrain,29,281474978155610,0.8356807511737089,0.7447698744769874,0.7876106194690266,0.6789297658862876,0.4166666666666667,0.1643192488262911,0.25523012552301255
Pyannote,30,281474978176065,0.8338658146964856,0.93048128342246,0.8795282224094355,0.8180661577608143,0.5377777777777778,0.16613418530351437,0.06951871657754011
FunASR,30,281474978176065,0.8647686832740213,0.8663101604278075,0.8655387355298308,0.8078880407124682,0.6622222222222223,0.13523131672597866,0.13368983957219252
Silero,30,281474978176065,0.815929203539823,0.82174688057041,0.8188277087033747,0.7404580152671756,0.5377777777777778,0.184070796460177,0.17825311942959002
SpeechBrain,30,281474978176065,0.8412213740458016,0.982174688057041,0.90625,0.8549618320610687,0.5377777777777778,0.15877862595419848,0.017825311942959002
Pyannote,31,281474978272723,0.9926873857404022,0.9297945205479452,0.9602122015915119,0.9358059914407989,0.9658119658119658,0.007312614259597806,0.0702054794520548
FunASR,31,281474978272723,0.79890560875513,1.0,0.888212927756654,0.7991803278688525,0.006756756756756757,0.20109439124487005,0.0
Silero,31,281474978272723,0.8577777777777778,0.9914383561643836,0.9197776012708498,0.8623978201634878,0.36,0.14222222222222222,0.008561643835616438
SpeechBrain,31,281474978272723,0.8730650154798761,0.9657534246575342,0.9170731707317074,0.8602739726027397,0.4383561643835616,0.12693498452012383,0.03424657534246575
Pyannote,32,281474978284655,0.806930693069307,0.9819277108433735,0.8858695652173914,0.8352941176470589,0.5617977528089888,0.19306930693069307,0.018072289156626505
FunASR,32,281474978284655,0.7280701754385965,1.0,0.8426395939086294,0.7529880478087649,0.27058823529411763,0.2719298245614035,0.0
Silero,32,281474978284655,0.8137254901960784,1.0,0.8972972972972973,0.849802371541502,0.5632183908045977,0.18627450980392157,0.0
SpeechBrain,32,281474978284655,0.6859504132231405,1.0,0.8137254901960784,0.696,0.09523809523809523,0.3140495867768595,0.0
Pyannote,33,281474978285072,0.8195876288659794,0.9244186046511628,0.8688524590163934,0.8102766798418972,0.5679012345679012,0.18041237113402062,0.0755813953488372
FunASR,33,281474978285072,0.7445887445887446,1.0,0.8535980148883374,0.764,0.24358974358974358,0.2554112554112554,0.0
Silero,33,281474978285072,0.8,1.0,0.8888888888888888,0.8286852589641435,0.45569620253164556,0.2,0.0
SpeechBrain,33,281474978285072,0.9939759036144579,0.9593023255813954,0.9763313609467456,0.9634703196347032,0.9787234042553191,0.006024096385542169,0.040697674418604654
Pyannote,34,281474978296401,0.7910863509749304,1.0,0.8833592534992224,0.7933884297520661,0.05063291139240506,0.20891364902506965,0.0
FunASR,34,281474978296401,0.8279883381924198,1.0,0.9059011164274322,0.8361111111111111,0.2236842105263158,0.17201166180758018,0.0
Silero,34,281474978296401,0.8875,1.0,0.9403973509933775,0.9005524861878453,0.5384615384615384,0.1125,0.0
SpeechBrain,34,281474978296401,1.0,0.9366197183098591,0.9672727272727273,0.9451219512195121,1.0,0.0,0.06338028169014084
Pyannote,35,281474978311264,1.0,0.948051948051948,0.9733333333333334,0.958904109589041,1.0,0.0,0.05194805194805195
FunASR,35,281474978311264,0.7287066246056783,1.0,0.843065693430657,0.7563739376770539,0.29508196721311475,0.27129337539432175,0.0
Silero,35,281474978311264,1.0,0.9956709956709957,0.9978308026030369,0.9965753424657534,1.0,0.0,0.004329004329004329
SpeechBrain,35,281474978311264,0.9868995633187773,0.9783549783549783,0.9826086956521739,0.9728813559322034,0.953125,0.013100436681222707,0.021645021645021644
Pyannote,36,281474978321210,0.9238683127572016,0.9889867841409692,0.9553191489361702,0.9227941176470589,0.5888888888888889,0.07613168724279835,0.011013215859030838
FunASR,36,281474978321210,0.88671875,1.0,0.9399585921325052,0.8925925925925926,0.32558139534883723,0.11328125,0.0
Silero,36,281474978321210,1.0,0.986784140969163,0.9933481152993349,0.9881656804733728,1.0,0.0,0.013215859030837005
SpeechBrain,36,281474978321210,1.0,0.9779735682819384,0.9888641425389755,0.980276134122288,1.0,0.0,0.022026431718061675
Pyannote,37,281474978326366,1.0,0.9773755656108597,0.988558352402746,0.9819494584837545,1.0,0.0,0.02262443438914027
FunASR,37,281474978326366,0.7060702875399361,1.0,0.8277153558052435,0.7309941520467836,0.2396694214876033,0.2939297124600639,0.0
Silero,37,281474978326366,0.973568281938326,1.0,0.9866071428571429,0.9787234042553191,0.9016393442622951,0.02643171806167401,0.0
SpeechBrain,37,281474978326366,0.9240506329113924,0.9909502262443439,0.9563318777292577,0.9322033898305084,0.7567567567567568,0.0759493670886076,0.00904977375565611
Pyannote,38,281474978336250,0.8363636363636363,0.9928057553956835,0.9078947368421053,0.8455882352941176,0.36220472440944884,0.16363636363636364,0.007194244604316547
FunASR,38,281474978336250,0.8333333333333334,0.9832134292565947,0.9020902090209021,0.8351851851851851,0.3333333333333333,0.16666666666666666,0.016786570743405275
Silero,38,281474978336250,0.8354166666666667,0.9616306954436451,0.8940914158305463,0.8247232472324724,0.368,0.16458333333333333,0.03836930455635491
SpeechBrain,38,281474978336250,0.9785714285714285,0.9856115107913669,0.982078853046595,0.9713740458015268,0.9158878504672897,0.02142857142857143,0.014388489208633094
Pyannote,39,281474978364078,1.0,0.9822222222222222,0.9910313901345291,0.9856115107913669,1.0,0.0,0.017777777777777778
FunASR,39,281474978364078,0.8333333333333334,1.0,0.9090909090909091,0.847972972972973,0.36619718309859156,0.16666666666666666,0.0
Silero,39,281474978364078,0.9782608695652174,1.0,0.989010989010989,0.9822695035460993,0.9122807017543859,0.021739130434782608,0.0
SpeechBrain,39,281474978364078,0.9955156950672646,0.9866666666666667,0.9910714285714286,0.985663082437276,0.9814814814814815,0.004484304932735426,0.013333333333333334
Pyannote,40,281474978391051,0.8344155844155844,1.0,0.9097345132743363,0.8365384615384616,0.07272727272727272,0.16558441558441558,0.0
FunASR,40,281474978391051,0.7363896848137536,1.0,0.8481848184818482,0.7371428571428571,0.010752688172043012,0.2636103151862464,0.0
Silero,40,281474978391051,0.9244604316546763,1.0,0.9607476635514018,0.934375,0.6666666666666666,0.07553956834532374,0.0
SpeechBrain,40,281474978391051,0.8585858585858586,0.9922178988326849,0.9205776173285198,0.8533333333333334,0.023255813953488372,0.1414141414141414,0.007782101167315175
Pyannote,41,281474978391058,0.6706231454005934,1.0,0.8028419182948491,0.6967213114754098,0.20714285714285716,0.3293768545994065,0.0
FunASR,41,281474978391058,0.6260387811634349,1.0,0.7700170357751278,0.6270718232044199,0.007352941176470588,0.3739612188365651,0.0
Silero,41,281474978391058,0.7602739726027398,0.9823008849557522,0.8571428571428571,0.7967032967032966,0.4927536231884058,0.23972602739726026,0.017699115044247787
SpeechBrain,41,281474978391058,0.7180327868852459,0.9690265486725663,0.8248587570621468,0.7380281690140845,0.3333333333333333,0.2819672131147541,0.030973451327433628
Pyannote,42,281474978391062,0.7607843137254902,1.0,0.8641425389755011,0.7836879432624113,0.3068181818181818,0.23921568627450981,0.0
FunASR,42,281474978391062,0.8016528925619835,1.0,0.8899082568807339,0.8279569892473119,0.43529411764705883,0.19834710743801653,0.0
Silero,42,281474978391062,0.863013698630137,0.9742268041237113,0.9152542372881356,0.8754448398576512,0.6551724137931034,0.136986301369863,0.02577319587628866
SpeechBrain,42,281474978391062,0.8660714285714286,1.0,0.9282296650717703,0.8814229249011858,0.4915254237288136,0.13392857142857142,0.0
Pyannote,43,281474978489324,0.9604612850082372,1.0,0.9798319327731092,0.9654676258992806,0.7857142857142857,0.039538714991762765,0.0
FunASR,43,281474978489324,0.8437047756874095,1.0,0.9152276295133438,0.8439306358381503,0.009174311926605505,0.15629522431259044,0.0
Silero,43,281474978489324,0.9619205298013245,0.9965694682675815,0.97893850042123,0.9639769452449568,0.7927927927927928,0.0380794701986755,0.003430531732418525
SpeechBrain,43,281474978489324,0.9681208053691275,0.9897084048027445,0.9787955894826124,0.9637681159420289,0.822429906542056,0.031879194630872486,0.010291595197255575
Pyannote,44,281474978501462,1.0,0.9640591966173362,0.9817007534983854,0.9709897610921502,1.0,0.0,0.035940803382663845
FunASR,44,281474978501462,0.9274509803921569,1.0,0.9623601220752798,0.9386401326699834,0.7153846153846154,0.07254901960784314,0.0
Silero,44,281474978501462,0.9936170212765958,0.9873150105708245,0.9904559915164369,0.9847198641765704,0.9741379310344828,0.006382978723404255,0.012684989429175475
SpeechBrain,44,281474978501462,1.0,0.9534883720930233,0.9761904761904762,0.962457337883959,1.0,0.0,0.046511627906976744
Pyannote,45,281474978524471,0.7595307917888563,0.8604651162790697,0.8068535825545171,0.6795865633074936,0.046511627906976744,0.2404692082111437,0.13953488372093023
FunASR,45,281474978524471,0.7879581151832461,1.0,0.8814055636896047,0.7885117493472585,0.012195121951219513,0.21204188481675393,0.0
Silero,45,281474978524471,0.8785942492012779,0.9136212624584718,0.8957654723127035,0.8337662337662337,0.5476190476190477,0.12140575079872204,0.08637873754152824
SpeechBrain,45,281474978524471,0.7606060606060606,0.8338870431893688,0.7955625990491284,0.6614173228346457,0.0125,0.23939393939393938,0.16611295681063123
Pyannote,46,281474978597492,0.961352657004831,0.978688524590164,0.9699431356620634,0.9490358126721763,0.7931034482758621,0.03864734299516908,0.021311475409836064
FunASR,46,281474978597492,0.8567415730337079,1.0,0.9228441754916793,0.8687258687258688,0.38922155688622756,0.14325842696629212,0.0
Silero,46,281474978597492,0.990228013029316,0.9967213114754099,0.9934640522875817,0.9887005649717514,0.9387755102040817,0.009771986970684038,0.003278688524590164
SpeechBrain,46,281474978597492,1.0,0.9868852459016394,0.9933993399339934,0.9886039886039886,1.0,0.0,0.013114754098360656
Pyannote,47,281474978694071,0.6556927297668038,1.0,0.792046396023198,0.6575716234652115,0.01568627450980392,0.3443072702331962,0.0
FunASR,47,281474978694071,0.757527733755943,1.0,0.8620378719567178,0.796,0.4375,0.24247226624405704,0.0
Silero,47,281474978694071,0.936127744510978,0.9811715481171548,0.958120531154239,0.9415121255349501,0.8565022421524664,0.06387225548902195,0.01882845188284519
SpeechBrain,47,281474978694071,0.8507462686567164,0.9539748953974896,0.8994082840236687,0.8526011560693642,0.6261682242990654,0.14925373134328357,0.04602510460251046
Pyannote,48,281474978727619,0.7185792349726776,0.9669117647058824,0.8244514106583072,0.8315789473684211,0.7379134860050891,0.2814207650273224,0.03308823529411765
FunASR,48,281474978727619,0.5271317829457365,1.0,0.6903553299492385,0.6308623298033282,0.37275064267352187,0.4728682170542636,0.0
Silero,48,281474978727619,0.7430939226519337,0.9889705882352942,0.8485804416403786,0.8552036199095022,0.7621483375959079,0.2569060773480663,0.011029411764705883
SpeechBrain,48,281474978727619,0.7636887608069164,0.9742647058823529,0.8562197092084006,0.8649468892261002,0.7881136950904393,0.23631123919308358,0.025735294117647058
Pyannote,49,281474978957551,1.0,0.9788732394366197,0.9893238434163701,0.9817073170731707,1.0,0.0,0.02112676056338028
FunASR,49,281474978957551,0.8208092485549133,1.0,0.9015873015873016,0.8333333333333334,0.29545454545454547,0.1791907514450867,0.0
Silero,49,281474978957551,0.9793103448275862,1.0,0.9895470383275261,0.982,0.8783783783783784,0.020689655172413793,0.0
SpeechBrain,49,281474978957551,0.990632318501171,0.9929577464788732,0.9917936694021102,0.9858870967741935,0.9428571428571428,0.00936768149882904,0.007042253521126761
Pyannote,50,281474979151576,0.9134438305709024,0.9939879759519038,0.9520153550863724,0.935064935064935,0.8265682656826568,0.0865561694290976,0.006012024048096192
